MovieID,genres,movie_title,imdb_score
905,Crime.Mystery.Thriller,Domestic Disturbance ,5.5
906,Biography.Crime.Drama,Black Mass ,7
907,Drama.History.War,Flags of Our Fathers ,7.1
908,Crime.Drama.Thriller,Law Abiding Citizen ,7.4
909,Action.Horror.Thriller,Grindhouse ,7.6
910,Drama.History.Horror,Beloved ,5.9
911,Drama.Romance.Sport,Lucky You ,5.9
912,Biography.Crime.Drama,Catch Me If You Can ,8
913,Drama.History.Thriller,Zero Dark Thirty ,7.4
914,Comedy.Drama.Romance,The Break-Up ,5.8
915,Comedy.Family.Musical.Romance,Mamma Mia! ,6.3
916,Comedy.Romance,Valentine's Day ,5.7
917,Action.Adventure.Comedy,The Dukes of Hazzard ,5.1
918,Drama.War,The Thin Red Line ,7.6
919,Comedy.Fantasy,The Change-Up ,6.4
920,Biography.Comedy.Drama,Man on the Moon ,7.4
921,Biography.Crime.Drama,Casino ,8.2
922,Action.Thriller,From Paris with Love ,6.5
923,Action.Comedy.Fantasy,Bulletproof Monk ,5.5
924,Comedy,Me Myself & Irene ,6.5
925,Animation.Comedy.Family,Barnyard ,5.6
926,Comedy.Family,Deck the Halls ,4.9
927,Adventure.Drama.Fantasy.Romance,The Twilight Saga: New Moon ,4.6
928,Adventure.Animation.Comedy.Family.Fantasy,Shrek ,7.9
929,Romance.Sci-Fi.Thriller,The Adjustment Bureau ,7.1
930,Action.Adventure.Drama.Romance,Robin Hood: Prince of Thieves ,6.9
931,Comedy.Drama.Romance.Sport,Jerry Maguire ,7.3
932,Comedy.Fantasy,Ted ,7
933,Comedy.Drama.Romance,As Good as It Gets ,7.7
934,Biography.Comedy.Drama.Romance,Patch Adams ,6.7
935,Comedy,Anchorman 2: The Legend Continues ,6.3
936,Comedy.Romance,Mr. Deeds ,5.8
937,Mystery.Sci-Fi.Thriller,Super 8 ,7.1
938,Biography.Drama,Erin Brockovich ,7.3
939,Comedy.Romance,How to Lose a Guy in 10 Days ,6.4
940,Action.Comedy.Crime,22 Jump Street ,7.1
941,Drama.Fantasy.Horror,Interview with the Vampire: The Vampire Chronicles ,7.6
942,Comedy.Romance,Yes Man ,6.8
943,Action.Comedy.Crime,Central Intelligence ,6.6
944,Comedy.Drama,Stepmom ,6.7
945,Comedy.Family,Daddy's Home ,6.1
946,Adventure.Comedy.Drama.Fantasy.Musical,Into the Woods ,6
947,Crime.Drama.Mystery.Thriller,Inside Man ,7.6
948,Action.Crime.Drama.Thriller,Payback ,7.1
949,Action.Adventure.Mystery.Sci-Fi,Congo ,5
950,Comedy.Drama.Family,We Bought a Zoo ,7.1
951,Drama.Mystery.Sci-Fi.Thriller,Knowing ,6.2
952,Comedy.Romance,Failure to Launch ,5.6
953,Horror.Mystery,The Ring Two ,5.4
954,Comedy.Drama.Romance,Crazy Stupid Love. ,7.4
955,Animation.Comedy.Family.Fantasy,Garfield ,5
956,Comedy.Family,Christmas with the Kranks ,5.2
957,Biography.Drama.Sport,Moneyball ,7.6
958,Action.Drama.Thriller,Outbreak ,6.6
959,Action.Mystery.Thriller,Non-Stop ,7
960,Action.Adventure.Family.Fantasy.Sci-Fi.Thriller,Race to Witch Mountain ,5.7
961,Action.Drama.Thriller,V for Vendetta ,8.2
962,Action.Adventure.Comedy,Shanghai Knights ,6.2
963,Crime.Drama,Unforgotten             ,7.9
964,Adventure.Animation.Comedy.Family,Curious George ,6.6
965,Adventure.Comedy.Family.Fantasy.Romance.Sport,Herbie Fully Loaded ,4.7
966,Crime.Drama.Mystery.Thriller,Don't Say a Word ,6.3
967,Action.Fantasy.Horror,Hansel & Gretel: Witch Hunters ,6.1
968,Drama.Thriller,Unfaithful ,6.7
969,Action.Adventure.Sci-Fi.Thriller,I Am Number Four ,6.1
970,Drama.Thriller,Syriana ,7
971,Action.Drama.Thriller.War,13 Hours ,7.4
972,Adventure.Animation.Comedy.Family.Fantasy.Romance,The Book of Life ,7.3
973,Crime.Thriller,Firewall ,5.8
974,Action.Crime.Drama.Thriller,Absolute Power ,6.7
975,Action.Drama.War,G.I. Jane ,5.8
976,Drama.Mystery.Thriller,The Game ,7.8
977,Adventure.Horror.Mystery,Silent Hill ,6.6
978,Comedy.Sport,The Replacements ,6.5
979,Comedy,American Reunion ,6.7
980,Action.Crime.Drama.Mystery.Thriller,The Negotiator ,7.3
981,Action.Thriller,Into the Storm ,5.8
982,Action.Comedy.Crime.Thriller,Beverly Hills Cop III ,5.5
983,Comedy.Fantasy.Horror,Gremlins 2: The New Batch ,6.3
984,Crime.Drama,The Judge ,7.4
985,Action.Thriller,The Peacemaker ,5.9
986,Action.Horror.Sci-Fi.Thriller,Resident Evil: Apocalypse ,6.2
987,Comedy.Drama.Romance,Bridget Jones: The Edge of Reason ,5.9
988,Crime.Drama.Romance.Thriller,Out of Time ,6.5
989,Action.Adventure.Thriller,On Deadly Ground ,4.4
990,Action.Adventure.Family.Fantasy,The Adventures of Sharkboy and Lavagirl 3-D ,3.5
991,Adventure.Drama.Thriller,The Beach ,6.6
992,Comedy.Drama.Romance,Raising Helen ,6
993,Action.Crime.Thriller,Ninja Assassin ,6.4
994,Drama.Romance.Sport,For Love of the Game ,6.5
995,Crime.Drama.Mystery,A Touch of Frost             ,7.8
996,Comedy.Crime.Drama.Thriller,Striptease ,4.3
997,Comedy.Family,Marmaduke ,4.2
998,Drama.Fantasy,Hereafter ,6.5
999,Crime.Mystery.Thriller,Murder by Numbers ,6.1
1000,Action.Crime.Thriller,Assassins ,6.3
1001,Crime.Drama.Thriller,Hannibal Rising ,6.2
1002,Comedy.Drama.Romance,The Story of Us ,5.9
1003,Action.Adventure.Romance.Sci-Fi.Thriller,The Host ,5.9
1004,Action.Crime.Drama.Mystery.Thriller,Basic ,6.5
1005,Action.Crime.Drama.Mystery.Thriller,Blood Work ,6.4
1006,Action.Crime.Drama.Mystery.Thriller,The International ,6.5
1007,Action.Adventure.Sci-Fi.Thriller,Escape from L.A. ,5.7
1008,Drama.Mystery.Thriller,Twisted             ,7.5
1009,Action.Adventure.Animation.Comedy.Drama.Family.Sci-Fi,The Iron Giant ,8
1010,Adventure.Comedy.Drama,The Life Aquatic with Steve Zissou ,7.3
1011,Action.Biography.Drama.History.War,Free State of Jones ,6.7
1012,Crime.Drama.Thriller,The Life of David Gale ,7.5
1013,Action.Comedy,Man of the House ,5.4
1014,Action.Crime.Drama.Thriller,Run All Night ,6.6
1015,Crime.Mystery.Thriller,Eastern Promises ,7.7
1016,Action.Adventure.Crime.Thriller,Into the Blue ,5.8
1017,Adventure.Biography.Drama.History.War,The Messenger: The Story of Joan of Arc ,6.4
1018,Adventure.Comedy.Fantasy,Your Highness ,5.6
1019,Drama.Mystery.Thriller,Dream House ,6
1020,Crime.Drama.Thriller,Mad City ,6.2
1021,Adventure.Comedy.Crime.Drama.Family,Baby's Day Out ,5.9
1022,Drama.Romance,The Scarlet Letter ,5.1
1023,Biography.Drama.Thriller,Fair Game ,6.8
1024,Action.Drama.Sci-Fi,Defiance             ,7
1025,Action.Biography.Crime.Drama.Thriller,Domino ,6
1026,Crime.Drama.Thriller,Jade ,5.1
1027,Action.Sci-Fi.Thriller,Gamer ,5.8
1028,Drama.Fantasy.Romance,Beautiful Creatures ,6.2
1029,Comedy.Crime.Drama.Thriller,Death to Smoochy ,6.4
1030,Comedy,Zoolander 2 ,4.8
1031,Comedy.Crime,The Big Bounce ,4.9
1032,Comedy.Sci-Fi,What Planet Are You From? ,5.6
1033,Action.Fantasy.Thriller,Drive Angry ,5.5
1034,Action.Crime.Drama.Mystery.Thriller,Street Fighter: The Legend of Chun-Li ,3.7
1035,Action.Sci-Fi.Thriller,The One ,5.9
1036,Drama.Romance.Sci-Fi,Outlander             ,8.5
1037,Action.Adventure.Comedy.Crime.Music.Mystery,The Adventures of Ford Fairlane ,6.3
1038,Comedy.Drama.Music,Pirate Radio ,7.4
1039,Crime.Drama.Thriller,Traffic ,7.6
1040,Action.Adventure.Fantasy,Indiana Jones and the Last Crusade ,8.3
1041,Drama.Romance,Anna Karenina ,6.6
1042,Action.Crime.Drama.Sci-Fi.Thriller,Chappie ,6.9
1043,Crime.Drama.Mystery.Thriller,The Bone Collector ,6.7
1044,Crime.Drama.Thriller,Panic Room ,6.8
1045,Horror.Thriller,The Tooth Fairy ,4.6
1046,Action.Adventure.Comedy.Drama.War,Three Kings ,7.1
1047,Crime.Drama.Thriller,Child 44 ,6.4
1048,Adventure.Comedy,Rat Race ,6.4
1049,Drama.Mystery.Sci-Fi,K-PAX ,7.4
1050,Comedy.Fantasy.Romance,Kate & Leopold ,6.4
1051,Comedy.Fantasy.Romance,Bedazzled ,6
1052,Crime.Drama.Music,The Cotton Club ,6.5
1053,Adventure.Crime.Drama.Western,3:10 to Yuma ,7.8
1054,Action.Thriller,Taken 3 ,6
1055,Crime.Drama.Romance.Thriller,Out of Sight ,7
1056,Comedy.Drama.Thriller,The Cable Guy ,6
1057,Drama.Romance.War,Earth ,7.8
1058,Action.Comedy.Crime.Music.Romance.Thriller,Dick Tracy ,6.1
1059,Crime.Romance.Thriller,The Thomas Crown Affair ,6.8
1060,Biography.Comedy.Drama,Riding in Cars with Boys ,6.4
1061,Action.Adventure.Drama,First Blood ,7.7
1062,Drama.Mystery.Sci-Fi,Solaris ,8.1
1063,Adventure.Animation.Comedy.Family.Fantasy,Happily N'Ever After ,4.5
1064,Drama.Horror.Romance.Thriller,Mary Reilly ,5.8
1065,Comedy.Romance,My Best Friend's Wedding ,6.3
1066,Comedy.Romance,America's Sweethearts ,5.7
1067,Drama.Mystery.Thriller,Insomnia ,7.2
1068,Action.Adventure.Drama.Sci-Fi.Thriller,Star Trek: First Contact ,7.6
1069,Action.Drama.Fantasy.Thriller.Western,Jonah Hex ,4.7
1070,Action.Drama.Mystery.Thriller.War,Courage Under Fire ,6.6
1071,Comedy.Fantasy.Romance,Liar Liar ,6.8
1072,Biography.Crime.Drama.Thriller,The Infiltrator ,7.3
1073,Drama.History.War,Inchon ,2.7
1074,Comedy.Family.Fantasy,The Flintstones ,4.8
1075,Action.Crime.Thriller,Taken 2 ,6.3
1076,Comedy,Scary Movie 3 ,5.5
1077,Action.Comedy.Crime.Romance,Miss Congeniality ,6.2
1078,Action.Adventure.Family.Fantasy.Sci-Fi,Journey to the Center of the Earth ,5.8
1079,Comedy.Family.Romance,The Princess Diaries 2: Royal Engagement ,5.7
1080,Crime.Drama.Mystery.Thriller,The Pelican Brief ,6.5
1081,Crime.Drama.Mystery.Thriller,The Client ,6.7
1082,Adventure.Comedy.Drama,The Bucket List ,7.4
1083,Action.Thriller,Patriot Games ,6.9
1084,Comedy.Romance,Monster-in-Law ,5.5
1085,Crime.Drama.Mystery.Thriller,Prisoners ,8.1
1086,Crime.Drama.Thriller,Training Day ,7.7
1087,Adventure.Comedy.Sci-Fi,Galaxy Quest ,7.3
1088,Comedy,Scary Movie 2 ,5.2
1089,Adventure.Comedy.Family.Musical,The Muppets ,7.1
1090,Action.Horror,Blade ,7.1
1091,Drama.Sport,Coach Carter ,7.2
1092,Drama.Thriller,Changing Lanes ,6.5
1093,Action.Adventure.Horror.Thriller,Anaconda ,4.6
1094,Comedy.Drama.Music.Romance,Coyote Ugly ,5.6
1095,Comedy.Drama.Romance,Love Actually ,7.7
1096,Adventure.Animation.Comedy.Family.Fantasy,A Bug's Life ,7.2
1097,Horror.Mystery.Thriller,From Hell ,6.8
1098,Action.Crime.Drama.Romance.Thriller,The Specialist ,5.4
1099,Comedy.Drama.Romance.Sport,Tin Cup ,6.3
1100,Comedy.Family,Yours Mine and Ours ,7.2
1101,Comedy.Family.Romance.Sport,Kicking & Screaming ,5.6
1102,Adventure.Comedy.Sci-Fi,The Hitchhiker's Guide to the Galaxy ,6.8
1103,Comedy.Family.Fantasy.Romance,Fat Albert ,4.3
1104,Action.Horror.Sci-Fi.Thriller,Resident Evil: Extinction ,6.3
1105,Comedy.Romance,Blended ,6.5
1106,Adventure.Comedy.Drama,Last Holiday ,6.4
1107,Action.Adventure.Crime.Thriller,The River Wild ,6.3
1108,Drama.Family.Fantasy,The Indian in the Cupboard ,5.9
1109,Crime.Drama.Thriller,Savages ,6.5
1110,Action.Crime.Thriller,Cellular ,6.5
1111,Action.Adventure.Comedy,Johnny English ,6.1
1112,Adventure.Animation.Comedy.Family.Fantasy,The Ant Bully ,5.9
1113,Action.Adventure.Sci-Fi,Dune ,6.6
1114,Drama.Fantasy.Musical.Romance,Across the Universe ,7.4
1115,Drama.Romance,Revolutionary Road ,7.3
1116,Action.Crime.Drama.Thriller,16 Blocks ,6.6
1117,Action.Adventure.Sci-Fi.Thriller,Babylon A.D. ,5.6
1118,Action.Comedy.Crime.Drama.Thriller,The Glimmer Man ,5.3
1119,Comedy.Romance.Sci-Fi,Multiplicity ,6
1120,Adventure.Comedy.Family.Fantasy.Sci-Fi,Aliens in the Attic ,5.4
1121,Crime.Drama.Mystery.Thriller,The Pledge ,6.8
1122,Comedy.Musical,The Producers ,6.4
1123,Action.Sci-Fi,Dredd ,7.1
1124,Action.Adventure.Comedy.Fantasy,The Phantom ,4.9
1125,Drama.Romance.Western,All the Pretty Horses ,5.8
1126,Biography.Drama.History,Nixon ,7.1
1127,Mystery.Thriller,The Ghost Writer ,7.2
1128,Action.Adventure.Horror.Sci-Fi,Deep Rising ,6
1129,Action.Crime.Drama.Thriller.War,Miracle at St. Anna ,6
1130,Drama.Romance,Curse of the Golden Flower ,7
1131,Action.Crime.Thriller,Bangkok Dangerous ,5.4
1132,Comedy.Crime.Thriller,Big Trouble ,6.5
1133,Drama.Romance,Love in the Time of Cholera ,6.4
1134,Drama.Fantasy.Horror.Mystery,The Returned             ,8.3
1135,Action.Thriller,Shadow Conspiracy ,4.9
1136,Action.Adventure.Comedy.Crime,Johnny English Reborn ,6.3
1137,Action.Animation.Comedy.Family.Fantasy,Foodfight! ,1.7
1138,Biography.Drama.History.Thriller,Argo ,7.7
1139,Action.Adventure.Crime.Drama.Mystery.Thriller,The Fugitive ,7.8
1140,Action.Comedy.Romance,The Bounty Hunter ,5.5
1141,Crime.Drama.Thriller,Sleepers ,7.5
1142,Action.Adventure.Thriller.War,Rambo: First Blood Part II ,6.4
1143,Drama.Thriller,The Juror ,5.6
1144,Animation.Family.Fantasy.Musical,Pinocchio ,7.5
1145,Adventure.Drama.Western,Heaven's Gate ,6.8
1146,Action.Adventure.Fantasy.Sci-Fi.Thriller,Underworld: Evolution ,6.8
1147,Drama.Horror.Sci-Fi.Thriller,Victor Frankenstein ,6
1148,Drama,Finding Forrester ,7.3
1149,Comedy.Drama,28 Days ,6
1150,Action.Crime.Drama.Thriller,Unleashed ,7
1151,Comedy.Romance,The Sweetest Thing ,5.1
1152,Drama.Mystery.Thriller,The Firm ,6.8
1153,Drama.Fantasy.Romance,Charlie St. Cloud ,6.5
1154,Action.Crime.Thriller,The Mechanic ,6.6
1155,Action.Comedy.Crime,21 Jump Street ,7.2
1156,Comedy.Drama.Romance,Notting Hill ,7
1157,Adventure.Animation.Comedy.Drama.Family,Chicken Run ,7
1158,Comedy.Romance,Along Came Polly ,5.9
1159,Comedy.Drama.Romance,Boomerang ,5.4
1160,Action.Comedy.Crime,The Heat ,6.6
1161,Biography.Drama.History.Romance,Cleopatra ,7
1162,Action.Comedy.Sport,Here Comes the Boom ,6.5
1163,Crime.Drama.Mystery.Thriller,High Crimes ,6.3
1164,Comedy.Drama.Romance,The Mirror Has Two Faces ,6.5
1165,Drama.Horror.Mystery.Thriller,The Mothman Prophecies ,6.5
1166,Comedy,Brüno ,5.8
1167,Action.Adventure.Thriller,Licence to Kill ,6.6
1168,Fantasy.Horror.Mystery.Thriller,Red Riding Hood ,5.4
1169,Action.Crime.Drama.Thriller,15 Minutes ,6.1
1170,Adventure.Comedy.Family.Fantasy.Sci-Fi,Super Mario Bros. ,4
1171,Crime.Drama.Thriller,Lord of War ,7.6
1172,Action.Adventure.History,Hero ,7.9
1173,Action.Comedy.Crime.Romance.Thriller,One for the Money ,5.3
1174,Comedy,The Interview ,6.6
1175,Action.Fantasy.Western,The Warrior's Way ,6.3
1176,Comedy.War,McHale's Navy             ,7.5
1177,Action.Comedy.Crime,Micmacs ,7.2
1178,Drama.Music,8 Mile ,7
1179,Adventure.Animation.Comedy.Family,Animal Kingdom: Let's go Ape ,4.9
1180,Action.Adventure.Romance,A Knight's Tale ,6.9
1181,Action.Comedy.Fantasy,The Medallion ,5.2
1182,Drama.Mystery.Thriller,The Sixth Sense ,8.1
1183,Action.Crime.Thriller,Man on a Ledge ,6.6
1184,Comedy,The Big Year ,6.2
1185,Action.Drama.Family.Sport,The Karate Kid ,7.2
1186,Crime.Drama,American Hustle ,7.3
1187,Comedy.Drama.Romance,The Proposal ,6.7
1188,Crime.Mystery.Thriller,Double Jeopardy ,6.4
1189,Adventure.Comedy.Sci-Fi,Back to the Future Part II ,7.8
1190,Action.Sci-Fi.Thriller,Lucy ,6.4
1191,Drama.Romance,Fifty Shades of Grey ,4.1
1192,Action.Adventure.Comedy.Family.Sci-Fi,Spy Kids 3-D: Game Over ,4.1
1193,Crime.Drama.Thriller,A Time to Kill ,7.4
1194,Comedy.Family,Cheaper by the Dozen ,5.8
1195,Action.Biography.Drama.Thriller.War,Lone Survivor ,7.6
1196,Comedy.Drama.Sport,A League of Their Own ,7.2
1197,Horror.Mystery.Thriller,The Conjuring 2 ,7.8
1198,Biography.Drama,The Social Network ,7.7
1199,Comedy.Drama.Romance,He's Just Not That Into You ,6.4
1200,Comedy,Scary Movie 4 ,5.1
1201,Horror.Mystery,Scream 3 ,5.5
1202,Adventure.Comedy.Sci-Fi.Western,Back to the Future Part III ,7.4
1203,Comedy.Crime,Get Hard ,6
1204,Fantasy.Horror.Romance,Bram Stoker's Dracula ,7.5
1205,Biography.Drama.Romance,Julie & Julia ,7
1206,Biography.Drama.Sport,42 ,7.5
1207,Crime.Drama.Thriller,The Talented Mr. Ripley ,7.3
1208,Comedy,Dumb and Dumber To ,5.7
1209,Adventure.Drama.Family,Eight Below ,7.3
1210,Comedy.Drama,The Intern ,7.2
1211,Action.Comedy,Ride Along 2 ,5.9
1212,Action.Adventure.Drama.Romance.War,The Last of the Mohicans ,7.8
1213,Biography.Drama.Music,Ray ,7.7
1214,Crime.Thriller,Sin City ,8.1
1215,Crime.Drama.Mystery.Thriller,Vantage Point ,6.6
1216,Comedy.Romance,I Love You Man ,7.1
1217,Comedy.Drama.Fantasy.Romance,Shallow Hal ,5.9
1218,Drama.History.Thriller,JFK ,8
1219,Comedy.Crime,Big Momma's House 2 ,4.6
1220,Adventure.Comedy.Crime.Romance,The Mexican ,6.1
1221,Biography.Drama.Sport.War,Unbroken ,7.2
1222,Comedy.Drama.Family.Fantasy.Romance,17 Again ,6.4
1223,Comedy.Romance,The Other Woman ,6
1224,Horror,The Final Destination ,5.2
1225,Drama.History.Thriller,Bridge of Spies ,7.6
1226,Action.Drama.Thriller.War,Behind Enemy Lines ,6.4
1227,Comedy.Music,Get Him to the Greek ,6.4
1228,Comedy.Drama.Romance,Shall We Dance ,6.1
1229,Action.Adventure.Comedy.Family.Sci-Fi,Small Soldiers ,6.1
1230,Action.Horror,Spawn ,5.2
1231,Action.Adventure.Drama.Romance.Thriller,The Count of Monte Cristo ,7.7
1232,Crime.Drama.Thriller,The Lincoln Lawyer ,7.3
1233,Action.Mystery.Thriller,Unknown ,6.9
1234,Drama.Mystery.Sci-Fi.Thriller,The Prestige ,8.5
1235,Comedy.Crime,Horrible Bosses 2 ,6.3
1236,Adventure.Animation.Comedy.Family.Sci-Fi,Escape from Planet Earth ,5.9
1237,Action.Adventure.Drama.Thriller,Apocalypto ,7.8
1238,Action.Adventure.Thriller,The Living Daylights ,6.7
1239,Action.Adventure.Sci-Fi.Thriller,Predators ,6.4
1240,Comedy.Crime.Romance,Legal Eagles ,5.9
1241,Mystery.Thriller,Secret Window ,6.6
1242,Drama.Fantasy.Romance,The Lake House ,6.8
1243,Horror.Mystery.Thriller,The Skeleton Key ,6.5
1244,Comedy.Drama.Family.Fantasy,The Odd Life of Timothy Green ,6.6
1245,Comedy.Romance,Made of Honor ,5.8
1246,Biography.Drama.Music.Musical,Jersey Boys ,6.9
1247,Crime.Drama.Thriller,The Rainmaker ,7.1
1248,Horror.Mystery.Thriller,Gothika ,5.8
1249,Drama.History,Amistad ,7.2
1250,Adventure.Drama.Romance,Medicine Man ,6
1251,Action.Horror.Sci-Fi.Thriller,Aliens vs. Predator: Requiem ,4.7
1252,Comedy.Family,Ri¢hie Ri¢h ,5.2
1253,Drama.Romance,Autumn in New York ,5.5
1254,Comedy.Music.Romance,Music and Lyrics ,6.5
1255,Adventure.Comedy.Sci-Fi,Paul ,7
1256,Comedy.Drama,The Guilt Trip ,5.8
1257,Horror.Mystery,Scream 4 ,6.2
1258,Mystery.Thriller,8MM ,6.5
1259,Biography.Drama.Music.Musical,The Doors ,7.2
1260,Comedy,Sex Tape ,5.1
1261,Comedy.Drama,Hanging Up ,4.7
1262,Horror,Final Destination 5 ,5.9
1263,Comedy.Crime.Romance,Mickey Blue Eyes ,5.8
1264,Drama,Pay It Forward ,7.2
1265,Comedy.Drama.Romance.Sport,Fever Pitch ,6.2
1266,Animation.Comedy.Family,Arthur             ,7.4
1267,Comedy.Drama,Drillbit Taylor ,5.7
1268,Comedy.Western,A Million Ways to Die in the West ,6.1
1269,Action.Adventure.Crime.Fantasy.Mystery.Thriller,The Shadow ,6
1270,Adventure.Drama.Mystery,Extremely Loud & Incredibly Close ,6.9
1271,Comedy.Drama.Romance,Morning Glory ,6.5
1272,Biography.Crime.Drama.Music,Get Rich or Die Tryin' ,5
1273,Action.Adventure.Crime.Thriller,The Art of War ,5.7
1274,Drama.Musical.Romance,Rent ,7
1275,Crime.Drama.Horror.Thriller,Bless the Child ,5.1
1276,Comedy,The Out-of-Towners ,5.3
1277,Horror.Sci-Fi.Thriller,The Island of Dr. Moreau ,4.4
1278,Action.Adventure.Romance,The Musketeer ,4.7
1279,Biography.Drama.History.Romance,The Other Boleyn Girl ,6.7
1280,Drama.Romance,Sweet November ,6.7
1281,Horror.Thriller,The Reaping ,5.7
1282,Crime.Drama.Romance.Thriller,Mean Streets ,7.4
1283,Comedy.Drama,Renaissance Man ,6.1
1284,Action.Crime.Drama.Thriller,Colombiana ,6.4
1285,Adventure.Animation.Comedy.Drama.Family.Fantasy.Musical,The Magic Sword: Quest for Camelot ,6.2
1286,Crime.Drama.Mystery.Thriller,City by the Sea ,6.2
1287,Drama.Romance,At First Sight ,5.9
1288,Action.Comedy.Crime,Torque ,4
1289,Drama.Thriller,City Hall ,6.2
1290,Drama,Showgirls ,4.6
1291,Biography.Drama.History.Romance,Marie Antoinette ,6.4
1292,Action.Crime.Thriller,Kiss of Death ,5.9
1293,Action.Crime.Drama.Thriller,Get Carter ,5.1
1294,Drama.Thriller,The Impossible ,7.6
1295,Action.Adventure.Comedy.Music.Thriller,Ishtar ,4.2
1296,Adventure.Animation.Comedy.Crime.Family,Fantastic Mr. Fox ,7.8
1297,Comedy.Romance,Life or Something Like It ,5.8
1298,Comedy.Romance.Sci-Fi.Thriller,Memoirs of an Invisible Man ,5.9
1299,Comedy.Romance,Amélie ,8.4
1300,Comedy.Crime.Family.Romance,New York Minute ,4.8
1301,Comedy.Drama.Romance,Alfie ,6.2
1302,Biography.Drama.Romance,Big Miracle ,6.5
1303,Drama,The Deep End of the Ocean ,6.3
1304,Crime.Horror.Thriller,Feardotcom ,3.3
1305,Action.Adventure.Fantasy.Thriller,Cirque du Freak: The Vampire's Assistant ,5.9
1306,Drama.Horror.Sci-Fi.Thriller,Victor Frankenstein ,6
1307,Comedy,Duplex ,5.8
1308,Comedy.Drama.Music,Soul Men ,6.5
1309,Action.Adventure.Drama.Thriller,Raise the Titanic ,4.7
1310,Action.Sci-Fi,Universal Soldier: The Return ,4.1
1311,Action.Horror.Mystery.Sci-Fi.Thriller,Pandorum ,6.8
1312,Drama.Mystery.Sci-Fi.Thriller,Impostor ,6.2
1313,Action.Adventure.Thriller,Extreme Ops ,4.5
1314,Comedy.Fantasy.Sci-Fi,Just Visiting ,5.8
1315,Adventure.Sci-Fi.Thriller,Sunshine ,7.3
1316,Comedy.Drama,A Thousand Words ,5.9
1317,Adventure.Animation.Comedy.Fantasy.Romance,Delgo ,4.4
1318,Action.Crime.Drama.Mystery.Thriller,The Gunman ,5.8
1319,Action.Adventure.Family.Thriller,Alex Rider: Operation Stormbreaker ,5.1
1320,Drama.Mystery.Thriller,Disturbia ,6.9
1321,Comedy.Crime.Drama.Thriller,Hackers ,6.2
1322,Adventure.Comedy.Drama.Romance.Thriller.War,The Hunting Party ,6.9
1323,Comedy.Fantasy,The Hudsucker Proxy ,7.3
1324,Action.Drama.History.Romance.War,The Warlords ,7.1
1325,Drama.History.War,Nomad: The Warrior ,6
1326,Action.Drama.Sci-Fi.Thriller,Snowpiercer ,7
1327,Adventure.Animation.Comedy.Fantasy.Music.Romance,A Monster in Paris ,6.8
1328,Comedy,The Last Shot ,5.7
1329,Action.Drama.Fantasy,The Crow ,7.6
1330,Action.Adventure.Drama.Fantasy.War,Baahubali: The Beginning ,8.4
1331,Drama.Fantasy.Romance.Sci-Fi,The Time Traveler's Wife ,7.1
1332,Comedy.Romance,Because I Said So ,5.6
1333,Action.Crime.Thriller,The Fast and the Furious ,6.7
1334,Animation.Comedy.Family.Horror.Sci-Fi,Frankenweenie ,7
1335,Action.Adventure.Sci-Fi.Thriller,Serenity ,8
1336,Biography.Drama.Romance.Sport,Against the Ropes ,5.3
1337,Action.Comedy.Sci-Fi,Superman III ,4.9
1338,Comedy.Sport,Grudge Match ,6.4
1339,Action.Adventure.Drama.History.War,Red Cliff ,7.4
1340,Comedy.Romance,Sweet Home Alabama ,6.1
1341,Comedy.Romance,The Ugly Truth ,6.5
1342,Comedy,Sgt. Bilko ,5.7
1343,Action.Adventure.Comedy.Family.Sci-Fi,Spy Kids 2: Island of Lost Dreams ,5.1
1344,Action.Adventure.Mystery.Sci-Fi.Thriller,Star Trek: Generations ,6.6
1345,Action.Biography.Drama,The Grandmaster ,6.5
1346,Drama.Romance,Water for Elephants ,6.9
1347,Comedy.Family.Sci-Fi,3rd Rock from the Sun             ,7.8
1348,Adventure.Animation.Family.Fantasy,Dragon Nest: Warriors' Dawn ,6.4
1349,Biography.Drama.Sport,The Hurricane ,7.6
1350,Crime.Drama.Thriller,Enough ,5.6
1351,Comedy.Crime.Romance,Heartbreakers ,6.2
1352,Action.Comedy.Crime,Paul Blart: Mall Cop 2 ,4.4
1353,Drama.Romance,Angel Eyes ,5.6
1354,Comedy.Drama,Joe Somebody ,5.5
1355,Mystery.Thriller,The Ninth Gate ,6.7
1356,Crime.Drama.Mystery.Thriller,Extreme Measures ,6.1
1357,Drama.Music,Rock Star ,6.2
1358,Drama,Precious ,7.3
1359,Adventure.Drama,White Squall ,6.6
1360,Horror.Mystery.Sci-Fi,The Thing ,8.2
1361,Action.Sci-Fi.Thriller,Riddick ,6.4
1362,Crime.Mystery.Thriller,Switchback ,6.4
1363,Action.Adventure.Drama.Thriller.Western,Texas Rangers ,5.2
1364,Adventure.Family.Fantasy.Sci-Fi,City of Ember ,6.5
1365,Drama,The Master ,7.1
1366,Adventure.Comedy.History.Romance,Virgin Territory ,4.8
1367,Biography.Drama.Sport,The Express ,7.3
1368,Action.Adventure.Sci-Fi.Thriller,The 5th Wave ,5.2
1369,Drama.Sport,Creed ,7.7
1370,Crime.Drama.Thriller,The Town ,7.6
1371,Comedy.Drama.Romance,What to Expect When You're Expecting ,5.7
1372,Comedy.Drama,Burn After Reading ,7
1373,Adventure.Comedy.Family.Fantasy,Nim's Island ,6
1374,Action.Biography.Drama.Sport,Rush ,8.1
